Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Garage Finish,Garage Type_Attchd,Garage Type_Detchd,Kitchen Qual,Heating QC,BsmtFin Type 1,Bsmt Exposure,Bsmt Cond,Bsmt Qual,Foundation_CBlock,Foundation_PConc,Exter Qual,Roof Style_Gable,Roof Style_Hip,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_Somerst,MS Zoning,MS SubClass_50,MS SubClass_60,Lot Frontage,Lot Area,Overall Qual,Year Built,BsmtFin SF 1,Total Bsmt SF,Gr Liv Area,TotRms AbvGrd,Garage Yr Blt,Garage Cars,Garage Area,SalePrice,Total Flr SF
0,1,0,1,1,0,3,3,0,0,0,0,0,0,3,1,0,0,0,0,8,0,0,64.0,7018,5,1979,0.0,0.0,1535,8,1979.0,2.0,400.0,118858,1535
1,0,0,1,1,0,4,4,6,1,3,3,1,0,3,0,1,0,0,0,8,0,1,65.83219994575539,9130,6,1966,400.0,800.0,1632,7,1966.0,2.0,484.0,173000,1632
0,1,0,1,0,1,3,3,1,1,3,3,0,0,3,1,0,0,0,0,8,0,0,60.0,10800,3,1890,0.0,630.0,725,4,1959.0,1.0,320.0,78500,725
0,1,0,3,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,62.0,8244,7,2004,0.0,840.0,1720,7,2004.0,2.0,440.0,183500,1720
0,1,0,1,0,1,3,3,1,1,3,2,1,0,2,1,0,0,0,0,6,0,0,60.0,6000,4,1953,0.0,936.0,936,4,1974.0,2.0,576.0,93000,936
1,0,0,3,1,0,4,5,6,4,3,4,0,1,4,0,1,0,0,0,8,0,0,86.19071264574333,3621,8,2003,1084.0,1406.0,1589,7,2003.0,3.0,630.0,226500,1589
0,1,0,2,1,0,3,4,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,59.0,7837,6,1993,0.0,799.0,1571,7,1993.0,2.0,380.0,178000,1571
1,0,0,2,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,72.0,10665,7,2003,1013.0,1453.0,1479,7,2003.0,2.0,558.0,226000,1479
1,0,0,2,1,0,3,5,4,4,3,3,1,0,4,1,0,0,0,0,8,0,1,70.0,10457,5,1969,496.0,784.0,1632,7,1969.0,2.0,898.0,173000,1632
0,1,0,1,0,1,3,4,3,1,3,3,1,0,3,1,0,0,0,0,8,0,0,60.0,8281,5,1965,553.0,864.0,864,5,1965.0,1.0,360.0,62383,864
0,0,1,3,1,0,5,5,6,3,3,5,0,1,5,0,1,0,0,0,8,0,1,67.0,14948,9,2008,1330.0,1452.0,2713,11,2008.0,3.0,858.0,446261,2713
0,1,0,1,0,1,4,5,5,1,3,3,0,0,3,1,0,0,0,0,8,0,0,43.0,7000,7,1926,424.0,624.0,1479,6,1926.0,1.0,312.0,160000,1479
1,0,0,2,1,0,4,5,6,1,3,4,0,1,4,0,1,0,0,0,6,0,0,83.71344315645509,3940,7,2004,1087.0,1393.0,1576,7,2004.0,3.0,668.0,219990,1576
1,0,0,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,0,93.0,9382,7,1999,0.0,1468.0,1479,6,1999.0,2.0,577.0,191000,1479
0,1,0,1,0,1,3,3,2,1,3,3,0,1,3,1,0,0,0,0,8,0,0,55.0,6854,5,1925,317.0,756.0,1060,6,1969.0,1.0,308.0,136500,1060
0,1,0,1,0,1,4,3,0,0,0,0,0,0,3,1,0,0,0,0,8,0,0,30.442635813066076,11515,4,1958,0.0,0.0,943,5,1958.0,1.0,308.0,80000,943
1,0,0,1,1,0,4,4,6,1,4,4,0,1,4,1,0,0,0,0,8,1,0,87.14204501490164,13837,7,1988,1002.0,1204.0,2183,9,1988.0,3.0,786.0,229000,2183
1,0,0,3,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,80.0,9938,7,1993,750.0,1050.0,1949,8,1993.0,2.0,574.0,236000,1949
1,0,0,3,1,0,5,5,1,4,3,5,0,1,5,0,1,0,0,0,8,0,0,85.0,12633,10,2006,0.0,1824.0,1824,8,2006.0,3.0,932.0,392000,1824
0,1,0,1,1,0,3,2,4,1,2,3,1,0,3,1,0,0,0,0,6,0,0,57.0,6876,6,1927,522.0,720.0,1930,8,1927.0,1.0,316.0,149000,1930
0,1,0,3,1,0,5,5,4,2,3,4,0,1,5,1,0,0,0,1,7,0,0,36.0,3951,10,1998,128.0,970.0,2393,7,1998.0,2.0,846.0,345000,2393
0,1,0,1,0,1,3,5,1,1,3,2,0,1,4,0,1,0,0,0,6,0,0,62.0,9856,5,1900,0.0,716.0,2014,8,1900.0,2.0,624.0,169000,2014
0,1,0,1,1,0,3,3,1,1,3,3,1,0,3,1,0,0,0,0,8,0,0,84.0,17808,4,1946,0.0,484.0,1242,4,1946.0,1.0,336.0,109900,1242
1,0,0,3,1,0,3,5,2,3,3,4,0,1,3,1,0,0,0,0,8,0,1,74.0,9627,7,1993,758.0,996.0,2000,9,1993.0,3.0,650.0,188000,2000
0,1,0,1,0,1,3,5,1,1,3,3,1,0,3,1,0,0,0,0,6,1,0,50.0,6000,6,1939,0.0,780.0,1412,6,1939.0,1.0,280.0,132500,1412
0,1,0,2,1,0,3,5,5,1,3,3,0,1,3,1,0,0,0,0,8,0,0,65.0,9757,5,1994,755.0,990.0,990,5,1995.0,1.0,440.0,143000,990
0,1,0,1,0,1,3,5,5,1,3,2,1,0,3,1,0,0,0,0,8,0,0,58.0,9280,5,1951,557.0,1342.0,1342,7,1951.0,1.0,256.0,125000,1342
1,0,0,3,1,0,5,5,6,4,3,5,0,1,5,0,1,0,0,0,8,0,0,120.0,14780,9,2005,1505.0,1868.0,1868,7,2005.0,3.0,1085.0,415000,1868
0,1,0,1,0,1,3,4,1,1,3,2,1,0,3,1,0,0,0,0,6,0,0,60.0,7740,4,1910,0.0,622.0,1363,6,1966.0,2.0,528.0,125500,1363
0,0,0,2,1,0,3,4,3,1,3,3,1,0,3,0,1,1,0,0,8,0,0,80.0,9600,6,1958,620.0,1240.0,1632,6,1958.0,1.0,338.0,139000,1632
0,0,1,2,0,0,5,5,6,4,3,5,0,1,5,1,0,0,0,0,8,0,1,97.0,13478,10,2008,1338.0,1722.0,2296,10,2008.0,3.0,842.0,451950,2296
1,0,0,2,0,0,3,3,1,1,3,3,1,0,3,0,1,0,0,0,8,0,0,65.0,10926,5,1959,0.0,1678.0,1678,10,1959.0,0.0,0.0,119900,1678
1,0,0,3,1,0,4,5,6,1,3,5,0,1,4,1,0,0,0,0,8,0,0,83.7172484859317,6853,8,2001,1005.0,1267.0,1296,6,2001.0,2.0,471.0,220000,1296
1,0,0,1,1,0,3,3,4,1,3,3,1,0,3,1,0,1,0,0,8,0,0,85.0,10667,6,1971,838.0,1587.0,1587,7,1971.0,2.0,525.0,167300,1587
0,1,0,1,0,1,3,5,3,1,3,3,1,0,3,1,0,0,0,0,8,1,0,45.0,8212,5,1941,626.0,720.0,1298,6,1940.0,1.0,256.0,122000,1298
1,0,0,1,0,1,3,3,3,1,3,3,1,0,3,1,0,0,0,0,6,0,0,70.0,9100,5,1963,1332.0,1728.0,1728,10,1963.0,2.0,504.0,125000,1728
0,1,0,3,1,0,3,4,3,1,3,3,1,0,3,0,1,0,0,0,6,0,0,50.0,6000,5,1957,308.0,928.0,928,5,1957.0,1.0,288.0,112500,928
0,1,0,2,1,0,4,5,1,4,3,4,0,1,4,1,0,0,0,0,8,0,1,78.0,9316,7,2005,0.0,879.0,1795,7,2005.0,2.0,578.0,191000,1795
1,0,0,1,1,0,3,4,4,1,3,3,1,0,3,0,1,1,0,0,8,0,0,75.0,9464,6,1958,570.0,1080.0,1080,5,1958.0,1.0,288.0,136000,1080
0,1,0,2,1,0,4,5,1,3,3,4,0,1,3,1,0,0,0,0,8,0,1,80.0,10400,7,1998,0.0,866.0,1779,6,1998.0,2.0,546.0,197900,1779
0,1,0,1,1,0,4,4,1,1,2,3,1,0,3,0,1,0,0,0,6,1,0,59.0,5310,6,1910,0.0,485.0,1635,5,1950.0,1.0,255.0,117000,1635
0,0,1,2,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,64.0,7406,7,2006,684.0,1199.0,1220,6,2006.0,2.0,632.0,194000,1220
1,0,0,2,1,0,4,5,6,3,3,5,0,1,4,1,0,0,0,1,7,0,0,108.4518900840479,4538,9,2001,1004.0,1310.0,1310,5,2001.0,2.0,545.0,285000,1310
0,1,0,2,0,0,3,4,5,1,3,3,0,0,3,1,0,0,0,0,8,0,0,62.0,10106,5,1940,351.0,644.0,1355,6,1940.0,0.0,0.0,127500,1355
0,1,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,1,0,8,0,1,101.98282997377136,13346,7,1992,728.0,1095.0,2295,9,1992.0,2.0,590.0,268000,2295
0,1,0,1,0,1,3,5,1,1,3,3,0,1,3,1,0,0,0,0,6,0,0,57.0,9639,4,1900,0.0,1075.0,1798,7,1935.0,2.0,342.0,137000,1798
0,1,0,1,1,0,4,5,5,1,3,3,1,0,3,1,0,0,0,0,8,0,0,81.81458374761509,15387,7,1967,603.0,1620.0,1620,8,1967.0,2.0,578.0,215000,1620
0,1,0,2,1,0,3,3,3,1,3,3,1,0,3,0,1,1,0,0,8,0,0,75.0,10050,5,1955,288.0,1216.0,1216,5,1955.0,1.0,336.0,129500,1216
0,1,0,1,0,1,3,4,1,1,3,4,0,0,3,1,0,0,0,0,6,1,0,43.76128898128248,6240,5,1936,0.0,896.0,1344,7,1936.0,1.0,240.0,115000,1344
0,1,0,1,0,1,3,3,1,1,3,3,0,1,3,1,0,0,0,0,8,1,0,45.0,7506,5,1925,0.0,747.0,1159,5,1932.0,1.0,288.0,114000,1159
0,1,0,1,0,1,3,3,3,1,3,3,1,0,3,1,0,0,0,0,5,0,0,40.71702539997588,8900,4,1966,1056.0,1056.0,1056,5,1966.0,1.0,384.0,107000,1056
0,1,0,1,0,1,3,3,3,1,3,3,1,0,3,1,0,1,0,0,8,1,0,80.0,8480,5,1947,442.0,832.0,1216,6,1947.0,1.0,336.0,118500,1216
0,1,0,2,0,0,3,3,1,1,3,3,0,0,3,1,0,0,0,0,6,1,0,50.0,6000,6,1929,0.0,862.0,1158,5,1929.0,1.0,208.0,120000,1158
1,0,0,2,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,1,8,0,0,74.0,8847,8,2005,769.0,1538.0,1538,7,2005.0,2.0,484.0,260000,1538
1,0,0,2,1,0,3,3,4,1,3,3,1,0,3,0,1,1,0,0,8,0,0,51.75248088221233,8050,5,1959,856.0,1143.0,1143,6,1959.0,1.0,308.0,136000,1143
0,1,0,1,0,1,3,3,1,1,3,3,1,0,3,1,0,1,0,0,8,0,0,70.0,8294,4,1971,0.0,858.0,872,5,1974.0,4.0,480.0,123000,872
0,1,0,2,0,0,2,3,1,1,3,3,1,0,3,1,0,0,0,0,6,1,0,34.057698815867674,7920,6,1920,0.0,319.0,1406,6,1920.0,0.0,0.0,89500,1406
0,1,0,3,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,0,100.0,18494,6,2005,0.0,1324.0,1324,6,2005.0,2.0,430.0,199500,1324
0,0,0,1,1,0,3,3,1,1,3,3,0,1,3,1,0,0,0,0,8,0,0,41.820570948199524,7162,5,1966,0.0,876.0,904,6,1966.0,1.0,408.0,109900,904
0,1,0,1,0,1,4,5,1,1,3,4,0,0,4,0,0,0,0,0,8,0,0,53.0,10918,7,1926,0.0,1276.0,2080,9,1926.0,1.0,282.0,234000,2080
1,0,0,2,1,0,4,5,6,2,3,4,0,1,4,1,0,0,0,0,6,0,0,37.0,4435,6,2004,662.0,848.0,848,3,2004.0,2.0,420.0,155900,848
0,1,0,1,1,0,3,5,1,3,3,3,1,0,3,1,0,0,0,0,8,1,0,61.45607104762714,11250,4,1957,0.0,1104.0,1788,8,1957.0,1.0,304.0,161500,1788
1,0,0,2,0,0,4,4,6,1,3,3,1,0,3,1,0,0,0,0,8,0,0,52.32328030370732,14375,6,1958,111.0,819.0,1344,7,1958.0,2.0,525.0,137500,1344
0,1,0,2,0,0,2,2,1,2,3,3,0,0,3,1,0,0,0,0,6,0,0,100.0,9045,5,1910,0.0,840.0,2256,12,1910.0,0.0,0.0,76500,2256
1,0,0,1,1,0,3,3,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,97.0,10029,6,1988,831.0,1151.0,2060,8,1988.0,2.0,521.0,211000,2060
0,1,0,3,1,0,4,5,6,1,3,4,0,1,4,1,0,1,0,0,5,0,0,34.0,4060,6,1998,266.0,1405.0,1337,5,1998.0,2.0,511.0,181000,1337
1,0,0,2,1,0,3,3,3,4,3,3,1,0,3,1,0,1,0,0,8,0,0,82.0,9020,6,1966,312.0,1127.0,1165,6,1966.0,2.0,490.0,174900,1165
1,0,0,2,1,0,3,5,2,3,3,3,1,0,3,1,0,0,0,0,8,0,0,96.0,11777,5,1966,328.0,1164.0,1320,6,1966.0,2.0,564.0,164500,1320
1,0,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,0,70.0,10171,7,2004,2.0,1517.0,1535,7,2004.0,2.0,532.0,214000,1535
1,0,0,1,1,0,3,3,1,2,3,4,1,0,3,1,0,0,0,0,8,0,1,80.0,10400,7,1980,0.0,738.0,2044,7,1980.0,2.0,489.0,185000,2044
0,1,0,1,0,1,3,5,4,1,3,3,0,1,3,1,0,0,0,0,6,1,0,52.0,6240,4,1929,80.0,704.0,1136,6,1990.0,1.0,336.0,123000,1136
0,1,0,2,0,0,4,3,6,3,3,4,1,0,3,1,0,0,0,0,8,0,0,69.82779589622031,12150,6,1979,1001.0,1001.0,1299,5,1979.0,2.0,486.0,183500,1299
1,0,0,1,0,1,4,5,1,1,3,4,0,1,4,1,0,0,0,1,7,0,0,24.0,2645,8,1999,0.0,776.0,1441,5,1999.0,2.0,492.0,174000,1441
0,1,0,1,0,1,3,3,3,1,3,3,1,0,3,1,0,0,0,0,8,0,0,49.469283196232375,22692,5,1953,587.0,1073.0,1630,6,1953.0,2.0,649.0,130000,1630
0,1,0,1,0,1,5,5,2,1,4,3,0,0,3,1,0,0,0,0,6,0,0,60.0,9600,7,1925,16.0,728.0,1641,6,1925.0,2.0,546.0,178000,1641
0,1,0,3,1,0,3,4,6,1,3,4,0,1,3,1,0,0,0,0,8,0,1,74.0,13830,5,1997,791.0,928.0,1629,6,1997.0,2.0,482.0,189900,1629
1,0,0,3,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,6,0,0,54.79674446351894,4435,6,2003,685.0,848.0,848,4,2003.0,2.0,420.0,144000,848
0,1,0,1,0,1,3,5,5,3,3,3,0,0,4,1,0,0,0,0,6,0,0,45.85422019343078,5890,6,1930,538.0,816.0,816,5,2002.0,1.0,432.0,120500,816
0,1,0,1,1,0,3,5,1,1,3,4,0,1,3,1,0,0,0,0,8,0,0,112.0,10859,5,1994,0.0,1097.0,1097,6,1995.0,2.0,672.0,145000,1097
0,1,0,2,1,0,5,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,41.0,5330,8,2000,1196.0,1494.0,1652,6,2000.0,2.0,499.0,251000,1652
0,1,0,2,0,0,3,3,1,1,3,3,1,0,3,0,1,0,0,0,8,0,0,72.0,10778,4,1968,0.0,1768.0,1768,8,1968.0,0.0,0.0,136500,1768
0,0,0,2,0,0,3,3,0,0,0,0,0,0,3,1,0,0,0,0,8,0,0,74.0,6845,4,1955,0.0,0.0,1152,6,1955.0,0.0,0.0,82500,1152
0,1,0,1,0,1,3,3,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,109.0,21780,2,1910,0.0,0.0,810,4,1975.0,1.0,280.0,57625,810
0,0,1,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,0,80.0,10307,7,2007,876.0,1350.0,1358,6,2008.0,2.0,484.0,212500,1358
1,0,0,1,1,0,3,5,6,1,3,5,0,1,3,0,1,0,0,0,6,0,0,32.0,4500,6,1998,897.0,1216.0,1216,5,1998.0,2.0,402.0,164000,1216
1,0,0,1,0,1,4,4,1,1,3,3,1,0,3,1,0,0,0,0,6,1,0,75.0,9060,6,1957,0.0,967.0,1638,6,1957.0,1.0,384.0,139000,1638
1,0,0,1,0,1,4,5,4,1,3,4,0,1,4,1,0,0,0,1,7,0,0,24.0,2160,7,1999,510.0,600.0,1252,4,1999.0,2.0,462.0,160000,1252
0,1,0,1,0,1,3,3,6,3,3,4,0,1,3,1,0,0,0,0,8,0,0,70.0,7669,5,1992,718.0,828.0,883,5,1998.0,2.0,698.0,149000,883
0,1,0,2,1,0,3,3,4,1,3,3,1,0,3,1,0,0,0,0,8,0,0,62.0,9858,5,1968,510.0,864.0,874,5,1968.0,1.0,288.0,130000,874
0,1,0,1,0,1,3,4,1,1,3,3,0,0,3,1,0,0,0,0,6,0,0,50.0,10300,7,1921,0.0,576.0,1710,9,1990.0,2.0,480.0,140000,1710
1,0,0,3,1,0,4,5,1,1,3,4,0,1,4,0,1,0,0,1,7,0,0,65.0,8125,8,2008,0.0,1836.0,1836,8,2009.0,2.0,517.0,264500,1836
0,1,0,3,1,0,3,3,3,1,3,3,1,0,3,1,0,1,0,0,8,0,0,69.0,14850,5,1957,895.0,1092.0,1092,6,1957.0,1.0,299.0,141000,1092
0,0,0,3,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,1,7,0,0,35.0,4274,7,2006,1106.0,1241.0,1241,4,2007.0,2.0,569.0,199900,1241
1,0,0,2,1,0,3,3,5,1,3,4,1,0,3,1,0,0,0,0,8,0,0,80.0,9650,6,1977,686.0,1350.0,1334,6,1977.0,2.0,630.0,167900,1334
1,0,0,1,1,0,4,5,4,1,3,3,1,0,3,1,0,1,0,0,8,0,0,69.218943179959,14585,6,1960,594.0,1144.0,1429,7,1960.0,2.0,572.0,181900,1429
0,0,1,2,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,1,7,0,0,75.0,9000,8,2008,1078.0,1566.0,1566,7,2008.0,2.0,750.0,262500,1566
1,0,0,2,1,0,4,5,6,1,3,4,0,1,3,0,1,0,0,0,8,0,1,87.52257796256497,13774,7,1977,432.0,908.0,2288,8,1977.0,2.0,520.0,230000,2288
1,0,0,3,1,0,4,5,6,3,3,5,0,1,4,1,0,0,0,1,7,0,0,50.0,5119,9,1999,1238.0,1698.0,1709,5,1999.0,2.0,506.0,328900,1709
1,0,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,0,71.0,9254,8,2005,119.0,1721.0,1721,7,2005.0,2.0,554.0,232698,1721
1,0,0,2,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,95.0,10324,8,2008,872.0,1254.0,1254,5,2008.0,3.0,810.0,221800,1254
0,1,0,1,0,0,4,4,5,1,3,3,0,0,3,1,0,0,0,0,8,1,0,63.0,8375,5,1941,336.0,576.0,1350,6,1973.0,3.0,627.0,152400,1350
1,0,0,1,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,0,75.0,9750,7,2000,0.0,1630.0,1630,6,2000.0,2.0,451.0,213000,1630
1,0,0,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,74.0,7632,7,2005,0.0,784.0,1585,7,2005.0,2.0,449.0,184900,1585
1,0,0,1,1,0,3,3,4,2,3,3,1,0,3,0,1,0,0,0,8,0,0,90.0,15750,5,1953,841.0,1165.0,1336,5,1953.0,1.0,375.0,157000,1336
0,1,0,1,0,1,3,4,4,1,3,3,1,0,3,0,1,0,0,0,8,0,0,54.79674446351894,9240,5,1962,612.0,864.0,1211,6,1972.0,2.0,576.0,144000,1211
1,0,0,2,1,0,3,5,6,1,3,4,1,0,3,1,0,0,0,0,8,0,0,80.0,10400,6,1979,903.0,1259.0,1353,5,1979.0,2.0,478.0,192350,1353
1,0,0,2,1,0,3,5,4,1,3,3,1,0,3,0,1,1,0,0,8,0,0,80.0,8800,7,1966,654.0,1174.0,1200,6,1966.0,2.0,440.0,163500,1200
1,0,0,1,1,0,4,5,6,1,3,4,0,1,3,0,1,0,0,0,8,0,1,86.0,11839,7,1990,1085.0,1475.0,2329,10,1990.0,2.0,514.0,262280,2329
1,0,0,2,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,70.0,9135,7,2002,810.0,1536.0,1536,7,2002.0,2.0,532.0,214000,1536
0,1,0,3,1,0,5,5,5,1,3,3,0,1,3,1,0,0,0,0,8,0,0,90.0,14115,6,1956,296.0,1073.0,1811,6,1956.0,2.0,470.0,230000,1811
1,0,0,2,1,0,4,5,1,1,4,5,0,1,4,1,0,0,0,0,8,0,1,109.0,14154,7,2006,0.0,1063.0,2172,9,2006.0,3.0,947.0,280000,2172
0,1,0,1,0,1,3,4,6,1,3,3,1,0,3,1,0,0,0,0,3,0,0,65.0,6565,4,1957,967.0,1073.0,1073,6,1985.0,2.0,720.0,140000,1073
1,0,0,1,1,0,3,3,1,1,3,3,1,0,3,1,0,1,0,0,8,0,1,70.0,7700,6,1966,0.0,756.0,1839,7,1966.0,2.0,442.0,155000,1839
0,1,0,2,0,0,2,2,1,1,2,3,0,0,2,1,0,0,0,0,3,1,0,63.0,4761,3,1918,0.0,1020.0,1020,5,1918.0,0.0,0.0,64500,1020
1,0,0,2,0,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,87.0,12361,6,1993,860.0,946.0,1802,8,2000.0,4.0,1017.0,218000,1802
1,0,0,1,0,1,3,3,5,3,5,3,1,0,3,1,0,0,0,0,8,0,0,72.0,9720,5,1977,755.0,995.0,1009,6,1977.0,2.0,576.0,160000,1009
0,1,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,1,7,0,0,72.0,8640,8,2007,24.0,1338.0,1338,6,2007.0,2.0,598.0,208900,1338
0,1,0,1,1,0,5,3,0,0,0,0,0,0,3,1,0,0,0,0,8,0,0,123.0,47007,5,1959,0.0,0.0,3820,11,1959.0,2.0,624.0,284700,3820
0,1,0,1,0,1,4,5,1,1,3,4,0,1,4,1,0,0,0,1,7,0,0,30.0,3180,7,2007,0.0,689.0,1392,5,2007.0,2.0,540.0,146000,1392
0,1,0,3,1,0,5,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,0,38.0,14963,8,1996,786.0,1260.0,1288,4,1996.0,2.0,500.0,245500,1288
0,1,0,1,0,1,3,5,1,1,3,3,0,0,3,1,0,0,0,0,6,0,0,50.0,5000,6,1926,0.0,992.0,1013,6,1926.0,1.0,160.0,113000,1013
1,0,0,3,1,0,4,5,6,4,3,5,0,1,4,0,1,0,0,0,8,0,0,129.0,16870,8,2004,1531.0,1782.0,1782,7,2004.0,3.0,932.0,296000,1782
0,0,1,3,1,0,4,5,6,4,3,5,0,1,4,0,1,0,0,0,8,0,0,86.0,14157,9,2005,1249.0,1922.0,1922,8,2005.0,3.0,676.0,377426,1922
0,0,1,3,1,0,5,5,6,4,3,5,0,1,5,0,1,0,0,0,8,0,0,96.0,12456,10,2006,1172.0,1700.0,1718,7,2008.0,3.0,786.0,337500,1718
0,0,1,3,1,0,5,5,6,4,3,5,0,1,5,0,1,0,0,0,8,0,0,100.0,14836,10,2004,2146.0,2492.0,2492,8,2004.0,3.0,949.0,552000,2492
0,1,0,1,1,0,3,5,1,2,3,2,1,0,3,1,0,0,0,0,8,1,0,56.0,6956,4,1948,0.0,624.0,936,5,1948.0,1.0,265.0,97900,936
0,1,0,3,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,1,7,0,0,75.0,7862,6,2009,27.0,1218.0,1218,4,2009.0,2.0,676.0,208300,1218
0,1,0,1,1,0,4,5,1,2,3,4,0,1,3,1,0,0,0,0,8,0,1,81.05351785228844,11050,7,1996,0.0,910.0,1820,8,1996.0,3.0,816.0,213000,1820
0,1,0,3,1,0,4,5,1,3,3,4,0,1,3,1,0,0,0,0,8,0,1,57.0,8924,7,1998,0.0,880.0,1724,8,1998.0,2.0,527.0,188000,1724
1,0,0,2,1,0,3,5,3,1,3,3,1,0,3,0,1,1,0,0,8,0,0,61.646337521458804,9610,6,1958,203.0,1121.0,1336,7,1958.0,2.0,488.0,162000,1336
0,1,0,1,1,0,3,3,4,1,3,3,1,0,3,1,0,0,0,0,6,1,0,75.0,13710,5,1950,420.0,910.0,1558,6,1950.0,1.0,282.0,152000,1558
0,1,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,1,7,0,1,100.0,12552,7,2004,222.0,991.0,1947,8,2004.0,2.0,678.0,254900,1947
1,0,0,2,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,1,43.0,14565,7,1994,537.0,832.0,1657,6,1994.0,2.0,483.0,189000,1657
1,0,0,3,1,0,4,3,6,1,3,4,1,0,4,0,1,0,0,0,8,0,0,56.0,18559,7,1978,1206.0,2048.0,2064,7,1978.0,2.0,550.0,235000,2064
0,1,0,1,0,1,3,3,5,1,3,3,1,0,3,1,0,0,0,0,8,0,0,68.0,10880,5,1950,1040.0,1164.0,1164,5,1950.0,1.0,240.0,125000,1164
0,1,0,1,1,0,3,5,1,1,3,4,1,0,3,1,0,0,0,0,8,0,0,24.0,2280,7,1975,0.0,836.0,836,4,1975.0,1.0,308.0,120000,836
0,1,0,1,1,0,3,3,0,0,0,0,1,0,3,1,0,0,0,0,4,0,0,125.0,31250,1,1951,0.0,0.0,1600,6,1951.0,1.0,270.0,81500,1600
1,0,0,2,0,0,3,3,6,3,3,4,1,0,3,1,0,0,0,0,8,0,0,81.0,11841,6,1990,816.0,816.0,816,5,1990.0,0.0,0.0,118500,816
0,0,1,3,1,0,5,5,6,2,3,5,0,1,5,1,0,0,0,1,7,0,0,85.0,9187,9,2009,1121.0,1766.0,1766,7,2009.0,3.0,478.0,370878,1766
0,1,0,1,0,0,3,3,4,1,3,3,1,0,3,1,0,0,0,0,5,0,0,82.0,6270,5,1949,284.0,1001.0,2002,8,1949.0,3.0,871.0,145000,2002
1,0,0,1,1,0,4,5,4,1,3,3,1,0,4,1,0,0,0,0,8,1,0,118.53601319712604,15660,7,1939,341.0,798.0,1954,8,1939.0,2.0,431.0,311500,1954
1,0,0,3,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,43.0,3087,7,2006,453.0,1220.0,1364,6,2006.0,2.0,437.0,210250,1364
0,1,0,2,0,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,95.0,13450,7,2002,700.0,916.0,1861,8,2002.0,2.0,492.0,200000,1861
0,1,0,1,1,0,4,3,0,0,0,0,1,0,3,1,0,0,0,0,8,0,0,75.0,10125,5,1977,0.0,0.0,1734,8,1977.0,2.0,539.0,126000,1734
0,1,0,1,0,1,3,4,1,1,3,2,0,0,4,1,0,0,0,0,8,0,0,80.0,8146,4,1900,0.0,405.0,1039,6,1940.0,1.0,281.0,114000,1039
0,1,0,1,0,1,4,3,1,1,3,2,0,0,4,1,0,0,0,0,6,0,0,60.0,9600,4,1910,0.0,677.0,1510,7,1974.0,2.0,720.0,87500,1510
0,0,1,3,0,0,5,5,6,2,3,5,0,1,4,0,1,0,0,0,8,0,1,98.0,12328,8,2005,986.0,1149.0,2541,10,2005.0,3.0,729.0,349265,2541
1,0,0,2,1,0,4,5,4,4,3,4,0,1,4,1,0,0,0,0,8,0,0,76.0,10141,8,2004,516.0,1512.0,1512,6,2004.0,3.0,845.0,203000,1512
0,1,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,0,65.0,8529,7,2001,20.0,1454.0,1434,6,2001.0,2.0,527.0,189000,1434
